coach,team,seas_num_fr,seas_num_ovr,games,wins,losses,fr_g,fr_w,fr_l,car_g,car_w,car_l,car_w_pct,p_g,p_w,p_l,p_fr_g,p_fr_w,p_fr_l,p_car_g,p_car_w,p_car_l,year,Abbrev,Nickname,Key,Season,Draft_Draft_Trade,Trade,Free_Agency,Total_Roster,Wins,Losses,Team_Achievement,All-Star,MVP,First_Round_Draft,Second_Plus_Round_Draft,Undrafted,Avg_Age,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE
Terry Stotts,MIL,2,4,64,23,41,146,63,83,283,115,168,0.406,,,,5.0,1.0,4.0,5.0,1.0,4.0,2007,MIL,Bucks,MIL2007,2007-2008,5.0,1.0,8.0,14.0,26.0,56.0,Lottery,0.0,0.0,4.0,8.0,2.0,25.9,82.0,23.0,59.0,3991.0,101.0,106.6,-5.7,57.1,1.41,16.4,26.7,71.4,49.0,15.6,48.7,52.5,94.27,46.6
Larry Krystkowiak,MIL,1,1,18,5,13,18,5,13,18,5,13,0.278,,,,,,,,,,2007,MIL,Bucks,MIL2007,2007-2008,5.0,1.0,8.0,14.0,26.0,56.0,Lottery,0.0,0.0,4.0,8.0,2.0,25.9,82.0,23.0,59.0,3991.0,101.0,106.6,-5.7,57.1,1.41,16.4,26.7,71.4,49.0,15.6,48.7,52.5,94.27,46.6
Dwane Casey,MIN,2,2,40,20,20,122,53,69,122,53,69,0.434,,,,,,,,,,2007,MIN,Timberwolves,MIN2007,2007-2008,5.0,8.0,1.0,14.0,22.0,60.0,Lottery,0.0,0.0,9.0,5.0,0.0,25.2,82.0,57.0,25.0,3951.0,111.3,104.0,7.3,62.8,1.77,18.3,28.8,69.0,49.6,14.3,52.6,56.7,96.66,54.8
Randy Wittman,MIN,1,3,42,12,30,42,12,30,206,74,132,0.359,,,,,,,,,,2007,MIN,Timberwolves,MIN2007,2007-2008,5.0,8.0,1.0,14.0,22.0,60.0,Lottery,0.0,0.0,9.0,5.0,0.0,25.2,82.0,57.0,25.0,3951.0,111.3,104.0,7.3,62.8,1.77,18.3,28.8,69.0,49.6,14.3,52.6,56.7,96.66,54.8
Lawrence Frank,NJN,4,4,82,41,41,286,157,129,286,157,129,0.5489999999999999,12.0,6.0,6.0,38.0,18.0,20.0,38.0,18.0,20.0,2007,NJN,Nets,NJN2007,2007-2008,5.0,8.0,1.0,14.0,34.0,48.0,Lottery,1.0,0.0,12.0,1.0,1.0,26.2,82.0,19.0,63.0,3971.0,99.0,109.0,-10.0,57.6,1.29,16.0,29.0,68.4,47.9,16.8,47.5,51.0,99.74,42.6
Byron Scott,NOK,3,7,82,39,43,246,95,151,534,244,290,0.457,,,,,,,40.0,25.0,15.0,2007,NOK,Hornets,NOK2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isiah Thomas,NYK,1,4,82,33,49,82,33,49,328,164,164,0.5,,,,,,,15.0,5.0,10.0,2007,NYK,NY Knicks,NYK2007,2007-2008,5.0,7.0,3.0,15.0,23.0,59.0,Lottery,0.0,0.0,12.0,2.0,1.0,25.4,82.0,44.0,38.0,4011.0,104.9,103.6,1.3,60.1,1.59,17.6,28.6,71.9,49.8,15.3,50.6,53.8,94.18,50.4
Brian Hill,ORL,6,9,82,40,42,459,267,192,613,298,315,0.486,4.0,0.0,4.0,40.0,18.0,22.0,40.0,18.0,22.0,2007,ORL,Magic,ORL2007,2007-2008,5.0,6.0,4.0,15.0,52.0,30.0,Second Round,1.0,0.0,9.0,4.0,2.0,26.5,82.0,59.0,23.0,3961.0,109.4,103.0,6.4,56.2,1.43,16.6,29.4,72.2,51.8,15.8,52.0,56.6,96.33,54.3
Maurice Cheeks,PHI,2,6,82,35,47,164,73,91,465,235,230,0.505,,,,,,,10.0,3.0,7.0,2007,PHI,76ers,PHI2007,2007-2008,8.0,3.0,3.0,14.0,40.0,42.0,First Round,0.0,0.0,6.0,4.0,4.0,24.8,82.0,48.0,34.0,3951.0,108.2,105.6,2.6,49.3,1.24,14.7,29.8,69.9,50.0,15.8,51.9,55.8,96.83,50.9
Mike D'Antoni,PHO,4,5,82,61,21,307,198,109,357,212,145,0.594,11.0,6.0,5.0,46.0,25.0,21.0,46.0,25.0,21.0,2007,PHO,Suns,PHO2007,2007-2008,4.0,2.0,8.0,14.0,55.0,27.0,First Round,2.0,0.0,9.0,3.0,2.0,28.9,82.0,36.0,46.0,3951.0,105.1,107.3,-2.2,58.4,1.41,16.4,31.0,70.3,50.5,16.0,49.7,53.6,98.95,48.1
Nate McMillan,POR,2,7,82,32,50,164,53,111,559,265,294,0.474,,,,,,,16.0,8.0,8.0,2007,POR,Trail Blazers,POR2007,2007-2008,8.0,4.0,2.0,14.0,41.0,41.0,Lottery,1.0,0.0,10.0,4.0,0.0,23.2,82.0,33.0,49.0,3986.0,103.5,107.0,-3.6,57.2,1.49,16.2,31.4,71.1,50.8,14.9,47.9,51.8,93.69,46.9
Eric Musselman,SAC,1,3,82,33,49,82,33,49,246,108,138,0.439,,,,,,,,,,2007,SAC,Kings,SAC2007,2007-2008,4.0,6.0,4.0,14.0,38.0,44.0,Lottery,0.0,0.0,11.0,1.0,2.0,26.9,82.0,28.0,54.0,3966.0,102.7,108.2,-5.5,63.1,1.43,17.4,27.3,70.9,49.0,16.7,50.1,53.9,99.07,47.0
Gregg Popovich,SAS,11,11,82,58,24,852,576,276,852,576,276,0.6759999999999999,20.0,16.0,4.0,143.0,92.0,51.0,143.0,92.0,51.0,2007,SAS,Spurs,SAS2007,2007-2008,4.0,2.0,9.0,15.0,56.0,26.0,Conference Finals,1.0,0.0,10.0,2.0,3.0,30.6,82.0,50.0,32.0,3961.0,105.5,103.8,1.7,57.4,1.59,17.1,32.6,71.8,52.1,15.0,49.4,52.9,90.58,51.8
Bob Hill,SEA,2,9,82,31,51,134,53,81,603,310,293,0.514,,,,,,,37.0,17.0,20.0,2007,SEA,SuperSonics,SEA2007,2007-2008,8.0,5.0,2.0,15.0,20.0,62.0,Lottery,0.0,0.0,9.0,3.0,3.0,25.2,82.0,53.0,29.0,3951.0,110.6,108.0,2.6,65.3,1.9,18.8,25.9,70.5,48.5,13.6,52.5,56.7,97.21,51.4
Sam Mitchell,TOR,3,3,82,47,35,246,107,139,246,107,139,0.435,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2007,TOR,Raptors,TOR2007,2007-2008,3.0,5.0,6.0,14.0,41.0,41.0,First Round,1.0,0.0,9.0,2.0,3.0,26.1,82.0,43.0,39.0,3981.0,103.0,103.3,-0.4,59.7,1.76,16.9,26.9,73.0,50.0,13.1,48.1,52.2,92.93,50.8
Jerry Sloan,UTA,19,22,82,51,31,1509,941,568,1724,1035,689,0.6,17.0,9.0,8.0,169.0,85.0,84.0,175.0,87.0,88.0,2007,UTA,Jazz,UTA2007,2007-2008,8.0,1.0,5.0,14.0,54.0,28.0,Second Round,1.0,0.0,5.0,8.0,1.0,24.5,82.0,34.0,48.0,3971.0,106.2,109.1,-3.0,56.3,1.55,16.5,30.5,69.4,49.7,14.7,49.5,53.7,93.07,48.3
Eddie Jordan,WAS,4,6,82,41,41,328,153,175,425,186,239,0.43799999999999994,4.0,0.0,4.0,20.0,6.0,14.0,20.0,6.0,14.0,2007,WAS,Wizards,WAS2007,2007-2008,5.0,3.0,5.0,13.0,43.0,39.0,First Round,2.0,0.0,8.0,5.0,0.0,25.8,82.0,67.0,15.0,3956.0,114.8,103.4,11.4,70.5,2.06,21.2,27.2,70.9,50.4,14.6,56.3,59.7,100.37,57.9
Mike Woodson,ATL,4,4,82,37,45,328,106,222,328,106,222,0.32299999999999995,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2008,ATL,Hawks,ATL2008,2008-2009,5.0,2.0,8.0,15.0,47.0,35.0,Second Round,1.0,0.0,7.0,3.0,5.0,24.6,82.0,34.0,48.0,3996.0,105.0,106.4,-1.4,59.2,1.57,16.9,29.6,68.8,49.0,14.8,48.8,53.2,91.26,48.4
Doc Rivers,BOS,4,9,82,66,16,328,168,160,667,339,328,0.508,26.0,16.0,10.0,33.0,19.0,14.0,48.0,24.0,24.0,2008,BOS,Celtics,BOS2008,2008-2009,9.0,2.0,4.0,15.0,62.0,20.0,Second Round,3.0,0.0,8.0,6.0,1.0,26.6,82.0,54.0,28.0,3946.0,109.8,105.4,4.5,52.7,1.6,15.6,29.1,70.8,49.4,13.2,51.5,55.0,90.68,51.2
Sam Vincent,CHA,1,1,82,32,50,82,32,50,82,32,50,0.39,,,,,,,,,,2008,CHA,Bobcats,CHA2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Skiles,CHI,5,8,25,9,16,337,165,172,532,281,251,0.528,,,,22.0,10.0,12.0,35.0,15.0,20.0,2008,CHI,Bulls,CHI2008,2008-2009,7.0,5.0,3.0,15.0,41.0,41.0,First Round,0.0,0.0,9.0,2.0,4.0,26.4,82.0,45.0,37.0,3951.0,107.0,105.9,1.1,59.8,1.48,16.8,30.9,70.2,51.0,15.7,51.2,54.8,95.08,51.3
Pete Myers,CHI,2,2,1,0,1,3,0,3,3,0,3,0.0,,,,,,,,,,2008,CHI,Bulls,CHI2008,2008-2009,7.0,5.0,3.0,15.0,41.0,41.0,First Round,0.0,0.0,9.0,2.0,4.0,26.4,82.0,45.0,37.0,3951.0,107.0,105.9,1.1,59.8,1.48,16.8,30.9,70.2,51.0,15.7,51.2,54.8,95.08,51.3
Jim Boylan,CHI,1,1,56,24,32,56,24,32,56,24,32,0.429,,,,,,,,,,2008,CHI,Bulls,CHI2008,2008-2009,7.0,5.0,3.0,15.0,41.0,41.0,First Round,0.0,0.0,9.0,2.0,4.0,26.4,82.0,45.0,37.0,3951.0,107.0,105.9,1.1,59.8,1.48,16.8,30.9,70.2,51.0,15.7,51.2,54.8,95.08,51.3
Mike Brown,CLE,3,3,82,45,37,246,145,101,246,145,101,0.589,13.0,7.0,6.0,46.0,26.0,20.0,46.0,26.0,20.0,2008,CLE,Cavaliers,CLE2008,2008-2009,6.0,5.0,4.0,15.0,66.0,16.0,Conference Finals,2.0,1.0,8.0,4.0,3.0,26.3,82.0,28.0,54.0,3966.0,105.3,110.0,-4.7,55.3,1.42,16.0,30.6,67.3,48.5,15.4,49.1,53.2,94.65,45.4
Avery Johnson,DAL,4,4,82,51,31,264,194,70,264,194,70,0.735,5.0,1.0,4.0,47.0,23.0,24.0,47.0,23.0,24.0,2008,DAL,Mavericks,DAL2008,2008-2009,2.0,8.0,5.0,15.0,50.0,32.0,Second Round,1.0,0.0,10.0,2.0,3.0,27.3,82.0,20.0,62.0,3956.0,100.9,108.4,-7.4,60.5,1.57,17.6,29.3,70.7,49.8,15.6,48.5,51.4,92.81,45.9
George Karl,DEN,4,20,82,50,32,286,171,115,1493,879,614,0.589,4.0,0.0,4.0,19.0,3.0,16.0,145.0,62.0,83.0,2008,DEN,Nuggets,DEN2008,2008-2009,4.0,6.0,4.0,14.0,54.0,28.0,Conference Finals,1.0,0.0,10.0,2.0,2.0,26.2,81.0,41.0,40.0,3968.0,102.2,102.6,-0.5,61.4,1.56,17.9,24.6,69.0,47.7,15.4,50.3,54.2,92.46,50.7
Flip Saunders,DET,3,13,82,59,23,246,176,70,983,587,396,0.597,17.0,10.0,7.0,51.0,30.0,21.0,98.0,47.0,51.0,2008,DET,Pistons,DET2008,2008-2009,6.0,3.0,4.0,13.0,39.0,43.0,First Round,1.0,0.0,9.0,2.0,2.0,26.7,82.0,56.0,26.0,3946.0,109.8,102.8,6.9,62.0,1.64,18.4,32.3,69.7,51.2,15.9,52.6,55.7,91.83,54.8
Don Nelson,GSW,9,29,82,48,34,701,367,334,2234,1280,954,0.573,,,,35.0,14.0,21.0,166.0,75.0,91.0,2008,GSW,Warriors,GSW2008,2008-2009,5.0,2.0,7.0,14.0,29.0,53.0,Lottery,0.0,0.0,6.0,4.0,4.0,23.6,82.0,21.0,61.0,3961.0,100.4,110.3,-9.9,56.2,1.38,15.3,30.5,67.9,48.6,15.1,46.0,50.7,92.49,43.8
Rick Adelman,HOU,1,17,82,55,27,82,55,27,1315,807,508,0.614,6.0,2.0,4.0,6.0,2.0,4.0,144.0,72.0,72.0,2008,HOU,Rockets,HOU2008,2008-2009,5.0,6.0,4.0,15.0,53.0,29.0,Second Round,1.0,0.0,9.0,5.0,1.0,27.4,82.0,31.0,51.0,3946.0,101.8,104.0,-2.2,62.4,1.51,17.1,31.2,70.2,50.0,15.7,47.3,51.6,93.94,49.4
Jim O'Brien,IND,1,6,82,36,46,82,36,46,422,218,204,0.517,,,,,,,31.0,14.0,17.0,2008,IND,Pacers,IND2008,2008-2009,5.0,8.0,2.0,15.0,36.0,46.0,Lottery,1.0,0.0,10.0,3.0,2.0,26.4,82.0,41.0,41.0,3996.0,104.7,105.4,-0.6,59.9,1.67,17.7,25.9,69.8,48.4,14.4,50.6,54.4,95.09,50.2
Mike Dunleavy,LAC,5,15,82,23,59,410,175,235,1198,573,625,0.478,,,,12.0,7.0,5.0,71.0,38.0,33.0,2008,LAC,Clippers,LAC2008,2008-2009,5.0,5.0,4.0,14.0,19.0,63.0,Lottery,0.0,0.0,10.0,4.0,0.0,25.8,81.0,49.0,32.0,3918.0,103.4,99.0,4.4,57.8,1.34,16.0,33.6,70.1,52.2,16.5,47.9,52.1,90.9,53.7
Phil Jackson,LAL,8,17,82,57,25,656,431,225,1394,976,418,0.7,21.0,14.0,7.0,125.0,82.0,43.0,277.0,193.0,84.0,2008,LAL,Lakers,LAL2008,2008-2009,6.0,5.0,3.0,14.0,65.0,17.0,NBA Champion,2.0,0.0,9.0,3.0,2.0,25.2,82.0,29.0,53.0,3971.0,99.3,101.6,-2.3,61.0,1.43,16.9,27.9,70.6,49.1,16.1,47.5,51.2,93.23,48.1
Marc Iavaroni,MEM,1,1,82,22,60,82,22,60,82,22,60,0.268,,,,,,,,,,2008,MEM,Grizzlies,MEM2008,2008-2009,6.0,4.0,4.0,14.0,24.0,58.0,Lottery,0.0,0.0,8.0,3.0,3.0,24.7,82.0,27.0,55.0,3956.0,104.5,108.9,-4.4,58.2,1.44,16.7,33.2,70.5,51.4,16.2,48.9,52.8,89.5,46.4
Pat Riley,MIA,11,24,82,15,67,849,454,395,1904,1210,694,0.636,,,,70.0,34.0,36.0,282.0,171.0,111.0,2008,MIA,Heat,MIA2008,2008-2009,5.0,3.0,7.0,15.0,43.0,39.0,First Round,1.0,0.0,7.0,3.0,5.0,25.5,82.0,25.0,57.0,3961.0,100.2,106.9,-6.7,60.6,1.45,17.1,30.8,68.7,49.1,16.4,47.7,51.2,94.48,45.8
Larry Krystkowiak,MIL,2,2,82,26,56,100,31,69,100,31,69,0.31,,,,,,,,,,2008,MIL,Bucks,MIL2008,2008-2009,6.0,5.0,4.0,15.0,34.0,48.0,Lottery,0.0,0.0,5.0,7.0,3.0,26.5,82.0,43.0,39.0,3976.0,105.4,105.6,-0.2,61.0,1.54,17.4,32.9,69.7,51.0,15.9,49.2,53.3,92.05,50.4
Randy Wittman,MIN,2,4,82,22,60,124,34,90,288,96,192,0.33299999999999996,,,,,,,,,,2008,MIN,Timberwolves,MIN2008,2008-2009,4.0,9.0,2.0,15.0,24.0,58.0,Lottery,0.0,0.0,10.0,3.0,2.0,25.7,82.0,38.0,44.0,3966.0,102.5,104.2,-1.7,60.0,1.62,17.0,31.5,67.8,49.1,14.6,47.6,51.0,95.65,48.8
Lawrence Frank,NJN,5,5,82,34,48,368,191,177,368,191,177,0.519,,,,38.0,18.0,20.0,38.0,18.0,20.0,2008,NJN,Nets,NJN2008,2008-2009,5.0,7.0,2.0,14.0,34.0,48.0,Lottery,1.0,0.0,10.0,4.0,0.0,24.8,82.0,38.0,44.0,3966.0,104.9,105.7,-0.7,66.7,1.63,18.8,25.6,71.1,48.5,15.9,51.5,55.4,95.41,50.2
Byron Scott,NOH,4,8,82,56,26,328,151,177,616,300,316,0.48700000000000004,12.0,7.0,5.0,12.0,7.0,5.0,52.0,32.0,20.0,2008,NOH,Hornets,NOH2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isiah Thomas,NYK,2,5,82,23,59,164,56,108,410,187,223,0.456,,,,,,,15.0,5.0,10.0,2008,NYK,NY Knicks,NYK2008,2008-2009,4.0,6.0,5.0,15.0,32.0,50.0,Lottery,0.0,0.0,11.0,3.0,1.0,24.9,82.0,49.0,33.0,3971.0,106.9,104.8,2.0,56.7,1.38,16.1,34.3,70.1,52.0,16.2,49.8,53.6,89.88,50.9
Stan Van Gundy,ORL,1,4,82,52,30,82,52,30,267,164,103,0.614,10.0,5.0,5.0,10.0,5.0,5.0,38.0,22.0,16.0,2008,ORL,Magic,ORL2008,2008-2009,5.0,4.0,5.0,14.0,59.0,23.0,NBA Finals (Loss),3.0,0.0,9.0,4.0,1.0,27.5,82.0,57.0,25.0,3981.0,109.3,104.2,5.1,60.0,1.6,17.8,34.5,67.5,51.3,15.7,51.5,54.9,95.92,53.8
Maurice Cheeks,PHI,3,7,82,40,42,246,113,133,547,275,272,0.503,6.0,2.0,4.0,6.0,2.0,4.0,16.0,5.0,11.0,2008,PHI,76ers,PHI2008,2008-2009,7.0,2.0,5.0,14.0,41.0,41.0,First Round,0.0,0.0,10.0,3.0,1.0,26.5,82.0,45.0,37.0,3956.0,108.8,105.3,3.5,60.9,1.41,17.3,30.5,71.0,50.9,16.9,52.5,56.4,96.89,51.0
Mike D'Antoni,PHO,5,6,82,55,27,389,253,136,439,267,172,0.608,5.0,1.0,4.0,51.0,26.0,25.0,51.0,26.0,25.0,2008,PHO,Suns,PHO2008,2008-2009,5.0,3.0,5.0,13.0,46.0,36.0,Lottery,2.0,0.0,10.0,2.0,1.0,27.0,82.0,48.0,34.0,3986.0,101.7,99.9,1.9,65.4,1.52,17.6,32.1,71.3,51.8,16.2,47.1,51.8,90.84,52.8
Nate McMillan,POR,3,8,82,41,41,246,94,152,641,306,335,0.47700000000000004,,,,,,,16.0,8.0,8.0,2008,POR,Trail Blazers,POR2008,2008-2009,9.0,3.0,3.0,15.0,54.0,28.0,First Round,1.0,0.0,12.0,2.0,1.0,24.0,82.0,34.0,48.0,3951.0,101.0,104.7,-3.7,61.0,1.74,17.7,29.1,69.5,48.9,14.1,48.1,50.9,91.88,47.4
Reggie Theus,SAC,1,1,82,38,44,82,38,44,82,38,44,0.46299999999999997,,,,,,,,,,2008,SAC,Kings,SAC2008,2008-2009,4.0,8.0,1.0,13.0,17.0,65.0,Lottery,0.0,0.0,11.0,1.0,1.0,25.5,82.0,60.0,22.0,3966.0,111.0,101.2,9.9,56.1,1.4,16.6,29.1,70.2,51.3,16.0,52.7,58.0,94.58,57.0
Gregg Popovich,SAS,12,12,82,56,26,934,632,302,934,632,302,0.677,17.0,9.0,8.0,160.0,101.0,59.0,160.0,101.0,59.0,2008,SAS,Spurs,SAS2008,2008-2009,5.0,2.0,8.0,15.0,54.0,28.0,First Round,2.0,0.0,8.0,4.0,3.0,29.0,82.0,33.0,49.0,3971.0,104.5,107.9,-3.4,59.3,1.48,17.0,29.4,70.2,49.5,15.7,49.8,53.6,92.46,46.8
P.J. Carlesimo,SEA,1,7,82,20,62,82,20,62,487,203,284,0.41700000000000004,,,,,,,12.0,3.0,9.0,2008,SEA,SuperSonics,SEA2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Mitchell,TOR,4,4,82,41,41,328,148,180,328,148,180,0.451,5.0,1.0,4.0,11.0,3.0,8.0,11.0,3.0,8.0,2008,TOR,Raptors,TOR2008,2008-2009,5.0,4.0,6.0,15.0,33.0,49.0,Lottery,1.0,0.0,9.0,4.0,2.0,25.3,82.0,24.0,58.0,3946.0,103.2,108.2,-5.0,56.6,1.47,15.9,32.6,69.5,50.0,15.0,47.3,51.4,93.25,45.0
Jerry Sloan,UTA,20,23,82,54,28,1591,995,596,1806,1089,717,0.603,12.0,6.0,6.0,181.0,91.0,90.0,187.0,93.0,94.0,2008,UTA,Jazz,UTA2008,2008-2009,9.0,2.0,4.0,15.0,48.0,34.0,First Round,0.0,0.0,7.0,7.0,1.0,25.2,82.0,66.0,16.0,3976.0,111.4,103.2,8.2,60.0,1.65,18.4,26.4,67.8,48.5,15.1,55.2,58.8,91.26,56.4
Eddie Jordan,WAS,5,7,82,43,39,410,196,214,507,229,278,0.452,6.0,2.0,4.0,26.0,8.0,18.0,26.0,8.0,18.0,2008,WAS,Wizards,WAS2008,2008-2009,6.0,5.0,4.0,15.0,19.0,63.0,Lottery,0.0,0.0,10.0,4.0,1.0,26.0,82.0,47.0,35.0,3961.0,105.1,104.2,0.9,58.9,1.49,17.1,28.5,71.2,50.6,15.7,50.6,54.5,95.64,50.2
Mike Woodson,ATL,5,5,82,47,35,410,153,257,410,153,257,0.373,11.0,4.0,7.0,18.0,7.0,11.0,18.0,7.0,11.0,2009,ATL,Hawks,ATL2009,2009-2010,4.0,3.0,6.0,13.0,53.0,29.0,Second Round,2.0,0.0,9.0,1.0,3.0,26.3,66.0,40.0,26.0,3233.0,104.2,100.4,3.8,61.0,1.61,17.6,27.9,70.3,49.3,15.1,50.0,53.5,90.88,52.6
Doc Rivers,BOS,5,10,82,62,20,410,230,180,749,401,348,0.535,14.0,7.0,7.0,47.0,26.0,21.0,62.0,31.0,31.0,2009,BOS,Celtics,BOS2009,2009-2010,5.0,3.0,7.0,15.0,50.0,32.0,NBA Finals (Loss),3.0,0.0,10.0,2.0,3.0,28.1,66.0,40.0,26.0,3193.0,107.5,104.8,2.7,56.8,1.58,16.6,33.1,69.2,50.7,14.7,50.2,53.3,89.98,51.7
Larry Brown,CHA,1,28,82,35,47,82,35,47,2228,1274,954,0.5720000000000001,,,,,,,231.0,120.0,111.0,2009,CHA,Bobcats,CHA2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinny Del Negro,CHI,1,1,82,41,41,82,41,41,82,41,41,0.5,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2009,CHI,Bulls,CHI2009,2009-2010,6.0,6.0,3.0,15.0,41.0,41.0,First Round,1.0,0.0,9.0,2.0,4.0,25.5,66.0,46.0,20.0,3208.0,105.6,99.2,6.4,53.8,1.31,15.9,29.9,69.3,50.4,16.3,50.5,54.9,92.07,55.3
Mike Brown,CLE,4,4,82,66,16,328,211,117,328,211,117,0.643,14.0,10.0,4.0,60.0,36.0,24.0,60.0,36.0,24.0,2009,CLE,Cavaliers,CLE2009,2009-2010,5.0,5.0,5.0,15.0,61.0,21.0,Second Round,1.0,1.0,8.0,5.0,2.0,27.1,66.0,36.0,30.0,3233.0,105.5,104.9,0.5,57.0,1.54,16.6,34.0,70.3,51.9,15.0,48.1,52.5,92.53,50.9
Rick Carlisle,DAL,1,7,82,50,32,82,50,32,574,331,243,0.5770000000000001,10.0,5.0,5.0,10.0,5.0,5.0,72.0,35.0,37.0,2009,DAL,Mavericks,DAL2009,2009-2010,2.0,9.0,2.0,13.0,55.0,27.0,First Round,2.0,0.0,10.0,1.0,2.0,29.6,66.0,22.0,44.0,3178.0,101.8,108.1,-6.3,58.0,1.32,15.8,31.4,67.7,48.9,16.5,47.3,51.6,91.26,44.8
George Karl,DEN,5,21,82,54,28,368,225,143,1575,933,642,0.5920000000000001,16.0,10.0,6.0,35.0,13.0,22.0,161.0,72.0,89.0,2009,DEN,Nuggets,DEN2009,2009-2010,3.0,7.0,5.0,15.0,53.0,29.0,First Round,2.0,0.0,10.0,0.0,5.0,26.7,66.0,23.0,43.0,3193.0,99.6,103.6,-3.9,60.9,1.38,16.8,29.4,70.8,50.3,16.7,47.5,51.8,90.19,47.8
Michael Curry,DET,1,1,82,39,43,82,39,43,82,39,43,0.47600000000000003,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2009,DET,Pistons,DET2009,2009-2010,6.0,1.0,7.0,14.0,27.0,55.0,Lottery,0.0,0.0,9.0,2.0,3.0,26.4,66.0,25.0,41.0,3193.0,100.0,105.0,-5.0,53.8,1.19,15.1,32.2,68.9,50.0,17.2,46.8,51.0,90.31,44.8
Don Nelson,GSW,10,30,82,29,53,783,396,387,2316,1309,1007,0.565,,,,35.0,14.0,21.0,166.0,75.0,91.0,2009,GSW,Warriors,GSW2009,2009-2010,5.0,2.0,8.0,15.0,26.0,56.0,Lottery,0.0,0.0,7.0,2.0,6.0,24.4,66.0,22.0,44.0,3183.0,102.9,108.7,-5.8,51.0,1.34,14.7,32.1,67.0,48.7,15.0,47.2,51.0,95.56,45.1
Rick Adelman,HOU,2,18,82,53,29,164,108,56,1397,860,537,0.616,13.0,7.0,6.0,19.0,9.0,10.0,157.0,79.0,78.0,2009,HOU,Rockets,HOU2009,2009-2010,6.0,5.0,4.0,15.0,42.0,40.0,Lottery,0.0,0.0,7.0,6.0,2.0,25.3,66.0,21.0,45.0,3193.0,100.0,107.6,-7.6,57.9,1.29,15.4,32.3,68.3,49.6,16.6,46.3,50.5,92.34,43.9
Jim O'Brien,IND,2,7,82,36,46,164,72,92,504,254,250,0.504,,,,,,,31.0,14.0,17.0,2009,IND,Pacers,IND2009,2009-2010,6.0,4.0,4.0,14.0,32.0,50.0,Lottery,0.0,0.0,10.0,4.0,0.0,25.8,66.0,41.0,25.0,3213.0,104.5,103.2,1.3,61.1,1.49,17.3,32.7,71.9,53.2,16.2,49.1,53.4,91.72,52.4
Mike Dunleavy,LAC,6,16,82,19,63,492,194,298,1280,592,688,0.46299999999999997,,,,12.0,7.0,5.0,71.0,38.0,33.0,2009,LAC,Clippers,LAC2009,2009-2010,4.0,8.0,2.0,14.0,29.0,53.0,Lottery,1.0,0.0,8.0,5.0,1.0,25.6,66.0,36.0,30.0,3213.0,102.1,100.9,1.1,57.5,1.49,16.5,26.8,71.4,49.3,14.9,48.9,52.7,92.61,51.0
Phil Jackson,LAL,9,18,82,65,17,738,496,242,1476,1041,435,0.705,23.0,16.0,7.0,148.0,98.0,50.0,300.0,209.0,91.0,2009,LAL,Lakers,LAL2009,2009-2010,5.0,4.0,4.0,13.0,57.0,25.0,NBA Champion,2.0,0.0,10.0,1.0,2.0,26.9,66.0,37.0,29.0,3193.0,104.0,103.4,0.6,58.1,1.34,16.1,30.6,72.0,51.0,16.5,50.6,53.3,89.75,49.3
Marc Iavaroni,MEM,2,2,41,11,30,123,33,90,123,33,90,0.268,,,,,,,,,,2009,MEM,Grizzlies,MEM2009,2009-2010,8.0,3.0,3.0,15.0,40.0,42.0,Lottery,1.0,0.0,11.0,3.0,1.0,23.8,66.0,21.0,45.0,3188.0,99.9,103.9,-4.0,59.5,1.34,16.8,31.0,69.6,50.6,17.3,47.6,51.7,89.27,48.2
Johnny Davis,MEM,1,4,2,0,2,2,0,2,219,73,146,0.33299999999999996,,,,,,,,,,2009,MEM,Grizzlies,MEM2009,2009-2010,8.0,3.0,3.0,15.0,40.0,42.0,Lottery,1.0,0.0,11.0,3.0,1.0,23.8,66.0,21.0,45.0,3188.0,99.9,103.9,-4.0,59.5,1.34,16.8,31.0,69.6,50.6,17.3,47.6,51.7,89.27,48.2
Lionel Hollins,MEM,3,3,39,13,26,103,31,72,103,31,72,0.301,,,,,,,,,,2009,MEM,Grizzlies,MEM2009,2009-2010,8.0,3.0,3.0,15.0,40.0,42.0,Lottery,1.0,0.0,11.0,3.0,1.0,23.8,66.0,21.0,45.0,3188.0,99.9,103.9,-4.0,59.5,1.34,16.8,31.0,69.6,50.6,17.3,47.6,51.7,89.27,48.2
